SALE_DATE;CUSTOMER_NR;PRODUCT_NR;CASH_POINT_NR;QTY;AMOUNT;CASH_OR_PLASTIC;CASHIER_EMP_NR;DISPLAY_PROD_CAT_NR;EXTRACT_DATE
2019-07-17;30;P00000385;22;7;151.2;P;20;79;"2022-11-02 00:00:00.000000"
2019-07-17;30;P00000385;22;7;151.2;P;20;79;"2022-11-02 00:00:00.000000"
2019-07-18;487;P00000385;43;4;61.2;C;18;42;"2022-11-02 00:00:00.000000"
2019-07-18;487;P00000385;43;4;61.2;C;18;42;"2022-11-02 00:00:00.000000"
2019-07-19;449;P00000385;64;1;9;C;16;112;"2022-11-02 00:00:00.000000"
2019-07-19;449;P00000385;64;1;9;C;16;112;"2022-11-02 00:00:00.000000"
2019-07-20;411;P00000385;85;13;35.1;P;14;27;"2022-11-02 00:00:00.000000"
2019-07-20;411;P00000385;85;13;35.1;P;14;27;"2022-11-02 00:00:00.000000"
2019-07-21;373;P00000385;8;10;194;C;12;113;"2022-11-02 00:00:00.000000"
2019-07-21;373;P00000385;8;10;194;C;12;113;"2022-11-02 00:00:00.000000"
2019-07-22;335;P00000385;29;7;91.7;C;10;13;"2022-11-02 00:00:00.000000"
2019-07-22;335;P00000385;29;7;91.7;C;10;13;"2022-11-02 00:00:00.000000"
2019-07-23;297;P00000385;50;4;27.2;P;8;36;"2022-11-02 00:00:00.000000"
2019-07-23;297;P00000385;50;4;27.2;P;8;36;"2022-11-02 00:00:00.000000"
2019-07-24;259;P00000385;71;1;0.5;C;6;31;"2022-11-02 00:00:00.000000"
2019-07-24;259;P00000385;71;1;0.5;C;6;31;"2022-11-02 00:00:00.000000"
2019-07-25;221;P00000385;92;13;223.6;C;4;56;"2022-11-02 00:00:00.000000"
2019-07-25;221;P00000385;92;13;223.6;C;4;56;"2022-11-02 00:00:00.000000"
2019-07-26;183;P00000385;15;10;109;P;2;17;"2022-11-02 00:00:00.000000"
2019-07-26;183;P00000385;15;10;109;P;2;17;"2022-11-02 00:00:00.000000"
2019-07-27;145;P00000385;36;7;32.2;C;49;98;"2022-11-02 00:00:00.000000"
2019-07-27;145;P00000385;36;7;32.2;C;49;98;"2022-11-02 00:00:00.000000"
2019-07-28;107;P00000385;57;4;85.2;C;47;29;"2022-11-02 00:00:00.000000"
2019-07-28;107;P00000385;57;4;85.2;C;47;29;"2022-11-02 00:00:00.000000"
2019-07-29;69;P00000385;78;1;15;P;45;16;"2022-11-02 00:00:00.000000"
2019-07-29;69;P00000385;78;1;15;P;45;16;"2022-11-02 00:00:00.000000"
2019-07-30;31;P00000385;1;13;113.1;C;43;66;"2022-11-02 00:00:00.000000"
2019-07-30;31;P00000385;1;13;113.1;C;43;66;"2022-11-02 00:00:00.000000"
2019-07-31;488;P00000385;22;10;24;C;41;76;"2022-11-02 00:00:00.000000"
2019-07-31;488;P00000385;22;10;24;C;41;76;"2022-11-02 00:00:00.000000"
2019-08-01;450;P00000385;43;7;133.7;P;39;74;"2022-11-02 00:00:00.000000"
2019-08-01;450;P00000385;43;7;133.7;P;39;74;"2022-11-02 00:00:00.000000"
2019-08-02;412;P00000385;64;4;51.2;C;37;48;"2022-11-02 00:00:00.000000"
2019-08-02;412;P00000385;64;4;51.2;C;37;48;"2022-11-02 00:00:00.000000"
2019-08-03;374;P00000385;85;1;6.5;C;35;82;"2022-11-02 00:00:00.000000"
2019-08-03;374;P00000385;85;1;6.5;C;35;82;"2022-11-02 00:00:00.000000"
2019-08-04;336;P00000385;8;13;2.6;P;33;63;"2022-11-02 00:00:00.000000"
2019-08-04;336;P00000385;8;13;2.6;P;33;63;"2022-11-02 00:00:00.000000"
2019-08-05;298;P00000385;29;10;169;C;31;102;"2022-11-02 00:00:00.000000"
2019-08-05;298;P00000385;29;10;169;C;31;102;"2022-11-02 00:00:00.000000"
2019-08-06;260;P00000385;50;7;74.2;C;29;103;"2022-11-02 00:00:00.000000"
2019-08-06;260;P00000385;50;7;74.2;C;29;103;"2022-11-02 00:00:00.000000"
2019-08-07;222;P00000385;71;4;17.2;P;27;23;"2022-11-02 00:00:00.000000"
2019-08-07;222;P00000385;71;4;17.2;P;27;23;"2022-11-02 00:00:00.000000"
2019-08-08;184;P00000385;92;1;21;C;25;67;"2022-11-02 00:00:00.000000"
2019-08-08;184;P00000385;92;1;21;C;25;67;"2022-11-02 00:00:00.000000"
2019-08-09;146;P00000385;15;13;191.1;C;23;45;"2022-11-02 00:00:00.000000"
2019-11-05;177;P00000049;1;4;33.2;P;22;65;"2022-11-02 00:00:00.000000"
2019-11-05;177;P00000049;1;4;33.2;P;22;65;"2022-11-02 00:00:00.000000"
2019-11-06;139;P00000049;22;1;2;C;20;86;"2022-11-02 00:00:00.000000"
2019-11-06;139;P00000049;22;1;2;C;20;86;"2022-11-02 00:00:00.000000"
2019-11-07;101;P00000048;43;13;243.1;C;18;47;"2022-11-02 00:00:00.000000"
2019-11-07;101;P00000048;43;13;243.1;C;18;47;"2022-11-02 00:00:00.000000"
2019-11-08;63;P00000048;64;10;124;P;16;79;"2022-11-02 00:00:00.000000"
2019-11-08;63;P00000048;64;10;124;P;16;79;"2022-11-02 00:00:00.000000"
2019-11-09;25;P00000048;85;7;42.7;C;14;42;"2022-11-02 00:00:00.000000"
2019-11-09;25;P00000048;85;7;42.7;C;14;42;"2022-11-02 00:00:00.000000"
2019-11-10;482;P00000047;8;4;91.2;C;12;112;"2022-11-02 00:00:00.000000"
2019-11-10;482;P00000047;8;4;91.2;C;12;112;"2022-11-02 00:00:00.000000"
2019-11-11;444;P00000047;29;1;16.5;P;10;27;"2022-11-02 00:00:00.000000"
2019-11-11;444;P00000047;29;1;16.5;P;10;27;"2022-11-02 00:00:00.000000"
2019-11-12;406;P00000047;50;13;132.6;C;8;113;"2022-11-02 00:00:00.000000"
2019-11-12;406;P00000047;50;13;132.6;C;8;113;"2022-11-02 00:00:00.000000"
2019-11-13;368;P00000047;71;10;39;C;6;13;"2022-11-02 00:00:00.000000"
2019-11-13;368;P00000047;71;10;39;C;6;13;"2022-11-02 00:00:00.000000"
2019-11-14;330;P00000046;92;7;144.2;P;4;36;"2022-11-02 00:00:00.000000"
2019-11-14;330;P00000046;92;7;144.2;P;4;36;"2022-11-02 00:00:00.000000"
2019-11-15;292;P00000046;15;4;57.2;C;2;31;"2022-11-02 00:00:00.000000"
2019-11-15;292;P00000046;15;4;57.2;C;2;31;"2022-11-02 00:00:00.000000"
2019-11-16;254;P00000046;36;1;8;C;49;56;"2022-11-02 00:00:00.000000"
2019-11-16;254;P00000046;36;1;8;C;49;56;"2022-11-02 00:00:00.000000"
2019-11-17;216;P00000045;57;13;22.1;P;47;17;"2022-11-02 00:00:00.000000"
2019-11-17;216;P00000045;57;13;22.1;P;47;17;"2022-11-02 00:00:00.000000"
2019-11-18;178;P00000045;78;10;184;C;45;98;"2022-11-02 00:00:00.000000"
2019-11-18;178;P00000045;78;10;184;C;45;98;"2022-11-02 00:00:00.000000"
2019-11-19;140;P00000045;1;7;84.7;C;43;29;"2022-11-02 00:00:00.000000"
2019-11-19;140;P00000045;1;7;84.7;C;43;29;"2022-11-02 00:00:00.000000"
2019-11-20;102;P00000045;22;4;23.2;P;41;16;"2022-11-02 00:00:00.000000"
2019-11-20;102;P00000045;22;4;23.2;P;41;16;"2022-11-02 00:00:00.000000"
2019-11-21;64;P00000044;43;1;22.5;C;39;66;"2022-11-02 00:00:00.000000"
2019-11-21;64;P00000044;43;1;22.5;C;39;66;"2022-11-02 00:00:00.000000"
2019-11-22;26;P00000044;64;13;210.6;C;37;76;"2022-11-02 00:00:00.000000"
2019-11-22;26;P00000044;64;13;210.6;C;37;76;"2022-11-02 00:00:00.000000"
2019-11-23;483;P00000044;85;10;99;P;35;74;"2022-11-02 00:00:00.000000"
2019-11-23;483;P00000044;85;10;99;P;35;74;"2022-11-02 00:00:00.000000"
2019-11-24;445;P00000043;8;7;25.2;C;33;48;"2022-11-02 00:00:00.000000"
2019-11-24;445;P00000043;8;7;25.2;C;33;48;"2022-11-02 00:00:00.000000"
2019-11-25;407;P00000043;29;4;81.2;C;31;82;"2022-11-02 00:00:00.000000"
2019-11-25;407;P00000043;29;4;81.2;C;31;82;"2022-11-02 00:00:00.000000"
2019-11-26;369;P00000043;50;1;14;P;29;63;"2022-11-02 00:00:00.000000"
2019-11-26;369;P00000043;50;1;14;P;29;63;"2022-11-02 00:00:00.000000"
2019-11-27;331;P00000043;71;13;100.1;C;27;102;"2022-11-02 00:00:00.000000"
2019-11-27;331;P00000043;71;13;100.1;C;27;102;"2022-11-02 00:00:00.000000"
2019-11-28;293;P00000042;92;10;14;C;25;103;"2022-11-02 00:00:00.000000"
2019-11-28;293;P00000042;92;10;14;C;25;103;"2022-11-02 00:00:00.000000"
2019-11-29;255;P00000042;15;7;126.7;P;23;23;"2022-11-02 00:00:00.000000"
2019-11-29;255;P00000042;15;7;126.7;P;23;23;"2022-11-02 00:00:00.000000"
2019-11-30;217;P00000042;36;4;47.2;C;21;67;"2022-11-02 00:00:00.000000"
2019-11-30;217;P00000042;36;4;47.2;C;21;67;"2022-11-02 00:00:00.000000"
2019-12-01;179;P00000041;57;1;5.5;C;19;45;"2022-11-02 00:00:00.000000"
2019-12-01;179;P00000041;57;1;5.5;C;19;45;"2022-11-02 00:00:00.000000"
2019-12-02;141;P00000041;78;13;288.6;P;17;114;"2022-11-02 00:00:00.000000"
2019-12-02;141;P00000041;78;13;288.6;P;17;114;"2022-11-02 00:00:00.000000"
2019-12-03;103;P00000041;1;10;159;C;15;81;"2022-11-02 00:00:00.000000"
2019-09-19;478;P00000065;92;10;54;C;18;48;"2022-11-02 00:00:00.000000"
2019-09-20;440;P00000065;15;7;154.7;C;16;82;"2022-11-02 00:00:00.000000"
2019-09-20;440;P00000065;15;7;154.7;C;16;82;"2022-11-02 00:00:00.000000"
2019-09-21;402;P00000064;36;4;63.2;P;14;63;"2022-11-02 00:00:00.000000"
2019-09-21;402;P00000064;36;4;63.2;P;14;63;"2022-11-02 00:00:00.000000"
2019-09-22;364;P00000064;57;1;9.5;C;12;102;"2022-11-02 00:00:00.000000"
2019-09-22;364;P00000064;57;1;9.5;C;12;102;"2022-11-02 00:00:00.000000"
2019-09-23;326;P00000064;78;13;41.6;C;10;103;"2022-11-02 00:00:00.000000"
2019-09-23;326;P00000064;78;13;41.6;C;10;103;"2022-11-02 00:00:00.000000"
2019-09-24;288;P00000063;1;10;199;P;8;23;"2022-11-02 00:00:00.000000"
2019-09-24;288;P00000063;1;10;199;P;8;23;"2022-11-02 00:00:00.000000"
2019-09-25;250;P00000063;22;7;95.2;C;6;67;"2022-11-02 00:00:00.000000"
2019-09-25;250;P00000063;22;7;95.2;C;6;67;"2022-11-02 00:00:00.000000"
2019-09-26;212;P00000062;43;4;29.2;C;4;45;"2022-11-02 00:00:00.000000"
2019-09-26;212;P00000062;43;4;29.2;C;4;45;"2022-11-02 00:00:00.000000"
2019-09-27;174;P00000062;64;1;1;P;2;114;"2022-11-02 00:00:00.000000"
2019-09-27;174;P00000062;64;1;1;P;2;114;"2022-11-02 00:00:00.000000"
2019-09-28;136;P00000062;85;13;230.1;C;49;81;"2022-11-02 00:00:00.000000"
2019-09-28;136;P00000062;85;13;230.1;C;49;81;"2022-11-02 00:00:00.000000"
2019-09-29;98;P00000061;8;10;114;C;47;2;"2022-11-02 00:00:00.000000"
2019-09-29;98;P00000061;8;10;114;C;47;2;"2022-11-02 00:00:00.000000"
2019-09-30;60;P00000061;29;7;35.7;P;45;118;"2022-11-02 00:00:00.000000"
2019-09-30;60;P00000061;29;7;35.7;P;45;118;"2022-11-02 00:00:00.000000"
2019-10-01;22;P00000061;50;4;87.2;C;43;85;"2022-11-02 00:00:00.000000"
2019-10-01;22;P00000061;50;4;87.2;C;43;85;"2022-11-02 00:00:00.000000"
2019-10-02;479;P00000060;71;1;15.5;C;41;26;"2022-11-02 00:00:00.000000"
2019-10-02;479;P00000060;71;1;15.5;C;41;26;"2022-11-02 00:00:00.000000"
2019-10-03;441;P00000060;92;13;119.6;P;39;65;"2022-11-02 00:00:00.000000"
2019-10-03;441;P00000060;92;13;119.6;P;39;65;"2022-11-02 00:00:00.000000"
2019-10-04;403;P00000060;15;10;29;C;37;86;"2022-11-02 00:00:00.000000"
2019-10-04;403;P00000060;15;10;29;C;37;86;"2022-11-02 00:00:00.000000"
2019-10-05;365;P00000059;36;7;137.2;C;35;47;"2022-11-02 00:00:00.000000"
2019-10-05;365;P00000059;36;7;137.2;C;35;47;"2022-11-02 00:00:00.000000"
2019-10-06;327;P00000059;57;4;53.2;P;33;79;"2022-11-02 00:00:00.000000"
2019-10-06;327;P00000059;57;4;53.2;P;33;79;"2022-11-02 00:00:00.000000"
2019-10-07;289;P00000058;78;1;7;C;31;42;"2022-11-02 00:00:00.000000"
2019-10-07;289;P00000058;78;1;7;C;31;42;"2022-11-02 00:00:00.000000"
2019-10-08;251;P00000058;1;13;9.1;C;29;112;"2022-11-02 00:00:00.000000"
2019-10-08;251;P00000058;1;13;9.1;C;29;112;"2022-11-02 00:00:00.000000"
2019-10-09;213;P00000058;22;10;174;P;27;27;"2022-11-02 00:00:00.000000"
2019-10-09;213;P00000058;22;10;174;P;27;27;"2022-11-02 00:00:00.000000"
2019-10-10;175;P00000057;43;7;77.7;C;25;113;"2022-11-02 00:00:00.000000"
2019-10-10;175;P00000057;43;7;77.7;C;25;113;"2022-11-02 00:00:00.000000"
2019-10-11;137;P00000057;64;4;19.2;C;23;13;"2022-11-02 00:00:00.000000"
2019-10-11;137;P00000057;64;4;19.2;C;23;13;"2022-11-02 00:00:00.000000"
2019-10-12;99;P00000057;85;1;21.5;P;21;36;"2022-11-02 00:00:00.000000"
2019-10-12;99;P00000057;85;1;21.5;P;21;36;"2022-11-02 00:00:00.000000"
2019-10-13;61;P00000056;8;13;197.6;C;19;31;"2022-11-02 00:00:00.000000"
2019-10-13;61;P00000056;8;13;197.6;C;19;31;"2022-11-02 00:00:00.000000"
2019-10-14;23;P00000056;29;10;89;C;17;56;"2022-11-02 00:00:00.000000"
2019-10-14;23;P00000056;29;10;89;C;17;56;"2022-11-02 00:00:00.000000"
2019-10-15;480;P00000056;50;7;18.2;P;15;17;"2022-11-02 00:00:00.000000"
2019-10-15;480;P00000056;50;7;18.2;P;15;17;"2022-11-02 00:00:00.000000"
2019-10-16;442;P00000055;71;4;77.2;C;13;98;"2022-11-02 00:00:00.000000"
2019-10-16;442;P00000055;71;4;77.2;C;13;98;"2022-11-02 00:00:00.000000"
2019-10-17;404;P00000055;92;1;13;C;11;29;"2022-11-02 00:00:00.000000"
2019-10-17;404;P00000055;92;1;13;C;11;29;"2022-11-02 00:00:00.000000"
2019-10-18;366;P00000055;15;13;87.1;P;9;16;"2022-11-02 00:00:00.000000"
2019-10-18;366;P00000055;15;13;87.1;P;9;16;"2022-11-02 00:00:00.000000"
2019-10-19;328;P00000054;36;10;4;C;7;66;"2022-11-02 00:00:00.000000"
2019-10-19;328;P00000054;36;10;4;C;7;66;"2022-11-02 00:00:00.000000"
2019-10-20;290;P00000054;57;7;119.7;C;5;76;"2022-11-02 00:00:00.000000"
2019-10-20;290;P00000054;57;7;119.7;C;5;76;"2022-11-02 00:00:00.000000"
2019-10-21;252;P00000054;78;4;43.2;P;3;74;"2022-11-02 00:00:00.000000"
2019-10-21;252;P00000054;78;4;43.2;P;3;74;"2022-11-02 00:00:00.000000"
2019-10-22;214;P00000053;1;1;4.5;C;1;48;"2022-11-02 00:00:00.000000"
2019-10-22;214;P00000053;1;1;4.5;C;1;48;"2022-11-02 00:00:00.000000"
2019-10-23;176;P00000053;22;13;275.6;C;48;82;"2022-11-02 00:00:00.000000"
2019-10-23;176;P00000053;22;13;275.6;C;48;82;"2022-11-02 00:00:00.000000"
2019-10-24;138;P00000053;43;10;149;P;46;63;"2022-11-02 00:00:00.000000"
2019-10-24;138;P00000053;43;10;149;P;46;63;"2022-11-02 00:00:00.000000"
2019-10-25;100;P00000052;64;7;60.2;C;44;102;"2022-11-02 00:00:00.000000"
2019-10-25;100;P00000052;64;7;60.2;C;44;102;"2022-11-02 00:00:00.000000"
2019-10-26;62;P00000052;85;4;9.2;C;42;103;"2022-11-02 00:00:00.000000"
2019-10-26;62;P00000052;85;4;9.2;C;42;103;"2022-11-02 00:00:00.000000"
2019-10-27;24;P00000052;8;1;19;P;40;23;"2022-11-02 00:00:00.000000"
2019-10-27;24;P00000052;8;1;19;P;40;23;"2022-11-02 00:00:00.000000"
2019-10-28;481;P00000051;29;13;165.1;C;38;67;"2022-11-02 00:00:00.000000"
2019-10-28;481;P00000051;29;13;165.1;C;38;67;"2022-11-02 00:00:00.000000"
2019-10-29;443;P00000051;50;10;64;C;36;45;"2022-11-02 00:00:00.000000"
2019-10-29;443;P00000051;50;10;64;C;36;45;"2022-11-02 00:00:00.000000"
2019-10-30;405;P00000051;71;7;0.7;P;34;114;"2022-11-02 00:00:00.000000"
2019-10-30;405;P00000051;71;7;0.7;P;34;114;"2022-11-02 00:00:00.000000"
2019-10-31;367;P00000051;92;4;67.2;C;32;81;"2022-11-02 00:00:00.000000"
2019-10-31;367;P00000051;92;4;67.2;C;32;81;"2022-11-02 00:00:00.000000"
2019-11-01;329;P00000050;15;1;10.5;C;30;2;"2022-11-02 00:00:00.000000"
2019-11-01;329;P00000050;15;1;10.5;C;30;2;"2022-11-02 00:00:00.000000"
2019-11-02;291;P00000050;36;13;54.6;P;28;118;"2022-11-02 00:00:00.000000"
2019-11-02;291;P00000050;36;13;54.6;P;28;118;"2022-11-02 00:00:00.000000"
2019-11-03;253;P00000050;57;10;209;C;26;85;"2022-11-02 00:00:00.000000"
2019-11-03;253;P00000050;57;10;209;C;26;85;"2022-11-02 00:00:00.000000"
2019-11-04;215;P00000049;78;7;102.2;C;24;26;"2022-11-02 00:00:00.000000"
2019-11-04;215;P00000049;78;7;102.2;C;24;26;"2022-11-02 00:00:00.000000"
2019-01-02;458;P00000030;22;10;104;C;48;103;"2022-11-02 00:00:00.000000"
2019-01-02;458;P00000030;22;10;104;C;48;103;"2022-11-02 00:00:00.000000"
2022-06-14;458;P00000030;22;4;83.2;C;48;103;"2022-11-04 00:00:00.000000"
2022-06-14;458;P00000030;22;4;83.2;C;48;103;"2022-11-04 00:00:00.000000"
2025-11-25;458;P00000030;22;13;106.6;P;48;103;"2022-11-06 00:00:00.000000"
2025-11-25;458;P00000030;22;13;106.6;P;48;103;"2022-11-06 00:00:00.000000"
2019-01-03;420;P00000355;43;7;28.7;P;46;23;"2022-11-02 00:00:00.000000"
2019-01-03;420;P00000355;43;7;28.7;P;46;23;"2022-11-02 00:00:00.000000"
2019-01-04;382;P00000263;64;4;83.2;C;44;67;"2022-11-02 00:00:00.000000"
2019-01-04;382;P00000263;64;4;83.2;C;44;67;"2022-11-02 00:00:00.000000"
2019-01-05;344;P00000448;85;1;14.5;C;42;45;"2022-11-02 00:00:00.000000"
2019-01-05;344;P00000448;85;1;14.5;C;42;45;"2022-11-02 00:00:00.000000"
2019-01-06;306;P00000251;8;13;106.6;P;40;114;"2022-11-02 00:00:00.000000"
2019-01-06;306;P00000251;8;13;106.6;P;40;114;"2022-11-02 00:00:00.000000"
2019-01-07;268;P00000114;29;10;19;C;38;81;"2022-11-02 00:00:00.000000"
2019-01-07;268;P00000114;29;10;19;C;38;81;"2022-11-02 00:00:00.000000"
2019-01-08;230;P00000011;50;7;130.2;C;36;2;"2022-11-02 00:00:00.000000"
2019-01-08;230;P00000011;50;7;130.2;C;36;2;"2022-11-02 00:00:00.000000"
2019-01-09;192;P00000426;71;4;49.2;P;34;118;"2022-11-02 00:00:00.000000"
2019-01-09;192;P00000426;71;4;49.2;P;34;118;"2022-11-02 00:00:00.000000"
2019-01-10;154;P00000361;92;1;6;C;32;85;"2022-11-02 00:00:00.000000"
2019-01-10;154;P00000361;92;1;6;C;32;85;"2022-11-02 00:00:00.000000"
2019-01-11;116;P00000308;15;13;295.1;C;30;26;"2022-11-02 00:00:00.000000"
2019-01-11;116;P00000308;15;13;295.1;C;30;26;"2022-11-02 00:00:00.000000"
2019-01-12;78;P00000262;36;10;164;P;28;65;"2022-11-02 00:00:00.000000"
2019-01-12;78;P00000262;36;10;164;P;28;65;"2022-11-02 00:00:00.000000"
2019-01-13;40;P00000223;57;7;70.7;C;26;86;"2022-11-02 00:00:00.000000"
2019-01-13;40;P00000223;57;7;70.7;C;26;86;"2022-11-02 00:00:00.000000"
2019-01-14;502;P00000189;78;4;15.2;C;24;47;"2022-11-02 00:00:00.000000"
2019-01-15;459;P00000159;1;1;20.5;P;22;79;"2022-11-02 00:00:00.000000"
2019-01-15;459;P00000159;1;1;20.5;P;22;79;"2022-11-02 00:00:00.000000"
2019-01-16;421;P00000133;22;13;184.6;C;20;42;"2022-11-02 00:00:00.000000"
2019-01-16;421;P00000133;22;13;184.6;C;20;42;"2022-11-02 00:00:00.000000"
2019-01-17;383;P00000109;43;10;79;C;18;112;"2022-11-02 00:00:00.000000"
2019-01-17;383;P00000109;43;10;79;C;18;112;"2022-11-02 00:00:00.000000"
2019-01-18;345;P00000087;64;7;11.2;P;16;27;"2022-11-02 00:00:00.000000"
2019-01-18;345;P00000087;64;7;11.2;P;16;27;"2022-11-02 00:00:00.000000"
2019-01-19;307;P00000067;85;4;73.2;C;14;113;"2022-11-02 00:00:00.000000"
2019-01-19;307;P00000067;85;4;73.2;C;14;113;"2022-11-02 00:00:00.000000"
2019-01-20;269;P00000049;8;1;12;C;12;13;"2022-11-02 00:00:00.000000"
2019-01-20;269;P00000049;8;1;12;C;12;13;"2022-11-02 00:00:00.000000"
2019-01-21;231;P00000033;29;13;74.1;P;10;36;"2022-11-02 00:00:00.000000"
2019-01-21;231;P00000033;29;13;74.1;P;10;36;"2022-11-02 00:00:00.000000"
2019-01-22;193;P00000017;50;10;224;C;8;31;"2022-11-02 00:00:00.000000"
2019-01-22;193;P00000017;50;10;224;C;8;31;"2022-11-02 00:00:00.000000"
2019-01-23;155;P00000003;71;7;112.7;C;6;56;"2022-11-02 00:00:00.000000"
2019-01-23;155;P00000003;71;7;112.7;C;6;56;"2022-11-02 00:00:00.000000"
2019-01-24;117;P00000485;92;4;39.2;P;4;17;"2022-11-02 00:00:00.000000"
2019-01-24;117;P00000485;92;4;39.2;P;4;17;"2022-11-02 00:00:00.000000"
2019-01-25;79;P00000472;15;1;3.5;C;2;98;"2022-11-02 00:00:00.000000"
2019-01-25;79;P00000472;15;1;3.5;C;2;98;"2022-11-02 00:00:00.000000"
2019-01-26;41;P00000461;36;13;262.6;C;49;29;"2022-11-02 00:00:00.000000"
2019-01-26;41;P00000461;36;13;262.6;C;49;29;"2022-11-02 00:00:00.000000"
2019-01-27;503;P00000450;57;10;139;P;47;16;"2022-11-02 00:00:00.000000"
2019-01-28;460;P00000440;78;7;53.2;C;45;66;"2022-11-02 00:00:00.000000"
2019-01-28;460;P00000440;78;7;53.2;C;45;66;"2022-11-02 00:00:00.000000"
2019-01-29;422;P00000430;1;4;5.2;C;43;76;"2022-11-02 00:00:00.000000"
2019-01-29;422;P00000430;1;4;5.2;C;43;76;"2022-11-02 00:00:00.000000"
2019-01-30;384;P00000421;22;1;18;P;41;74;"2022-11-02 00:00:00.000000"
2019-01-30;384;P00000421;22;1;18;P;41;74;"2022-11-02 00:00:00.000000"
2019-01-31;346;P00000412;43;13;152.1;C;39;48;"2022-11-02 00:00:00.000000"
2019-01-31;346;P00000412;43;13;152.1;C;39;48;"2022-11-02 00:00:00.000000"
2019-02-01;308;P00000404;64;10;54;C;37;82;"2022-11-02 00:00:00.000000"
2019-02-01;308;P00000404;64;10;54;C;37;82;"2022-11-02 00:00:00.000000"
2019-02-02;270;P00000396;85;7;154.7;P;35;63;"2022-11-02 00:00:00.000000"
2019-02-02;270;P00000396;85;7;154.7;P;35;63;"2022-11-02 00:00:00.000000"
2019-02-03;232;P00000388;8;4;63.2;C;33;102;"2022-11-02 00:00:00.000000"
2019-02-03;232;P00000388;8;4;63.2;C;33;102;"2022-11-02 00:00:00.000000"
2019-02-04;194;P00000381;29;1;9.5;C;31;103;"2022-11-02 00:00:00.000000"
2019-02-04;194;P00000381;29;1;9.5;C;31;103;"2022-11-02 00:00:00.000000"
2019-02-05;156;P00000374;50;13;41.6;P;29;23;"2022-11-02 00:00:00.000000"
2019-02-05;156;P00000374;50;13;41.6;P;29;23;"2022-11-02 00:00:00.000000"
2019-02-06;118;P00000368;71;10;199;C;27;67;"2022-11-02 00:00:00.000000"
2019-02-06;118;P00000368;71;10;199;C;27;67;"2022-11-02 00:00:00.000000"
2019-02-07;80;P00000361;92;7;95.2;C;25;45;"2022-11-02 00:00:00.000000"
2019-02-07;80;P00000361;92;7;95.2;C;25;45;"2022-11-02 00:00:00.000000"
2019-02-08;42;P00000355;15;4;29.2;P;23;114;"2022-11-02 00:00:00.000000"
2019-02-08;42;P00000355;15;4;29.2;P;23;114;"2022-11-02 00:00:00.000000"
2019-02-09;504;P00000349;36;1;1;C;21;81;"2022-11-02 00:00:00.000000"
2019-02-10;461;P00000344;57;13;230.1;C;19;2;"2022-11-02 00:00:00.000000"
2019-02-10;461;P00000344;57;13;230.1;C;19;2;"2022-11-02 00:00:00.000000"
2019-02-11;423;P00000338;78;10;114;P;17;118;"2022-11-02 00:00:00.000000"
2019-02-11;423;P00000338;78;10;114;P;17;118;"2022-11-02 00:00:00.000000"
2019-02-12;385;P00000333;1;7;35.7;C;15;85;"2022-11-02 00:00:00.000000"
2019-02-12;385;P00000333;1;7;35.7;C;15;85;"2022-11-02 00:00:00.000000"
2019-02-13;347;P00000328;22;4;87.2;C;13;26;"2022-11-02 00:00:00.000000"
2019-02-13;347;P00000328;22;4;87.2;C;13;26;"2022-11-02 00:00:00.000000"
2019-02-14;309;P00000323;43;1;15.5;P;11;65;"2022-11-02 00:00:00.000000"
2019-02-14;309;P00000323;43;1;15.5;P;11;65;"2022-11-02 00:00:00.000000"
2019-02-15;271;P00000319;64;13;119.6;C;9;86;"2022-11-02 00:00:00.000000"
2019-02-15;271;P00000319;64;13;119.6;C;9;86;"2022-11-02 00:00:00.000000"
2019-02-16;233;P00000314;85;10;29;C;7;47;"2022-11-02 00:00:00.000000"
2019-02-16;233;P00000314;85;10;29;C;7;47;"2022-11-02 00:00:00.000000"
2019-02-17;195;P00000310;8;7;137.2;P;5;79;"2022-11-02 00:00:00.000000"
2019-02-17;195;P00000310;8;7;137.2;P;5;79;"2022-11-02 00:00:00.000000"
2019-02-18;157;P00000305;29;4;53.2;C;3;42;"2022-11-02 00:00:00.000000"
2019-02-18;157;P00000305;29;4;53.2;C;3;42;"2022-11-02 00:00:00.000000"
2019-02-19;119;P00000301;50;1;7;C;1;112;"2022-11-02 00:00:00.000000"
2019-02-19;119;P00000301;50;1;7;C;1;112;"2022-11-02 00:00:00.000000"
2019-02-20;81;P00000297;71;13;9.1;P;48;27;"2022-11-02 00:00:00.000000"
2019-02-20;81;P00000297;71;13;9.1;P;48;27;"2022-11-02 00:00:00.000000"
2019-02-21;43;P00000293;92;10;174;C;46;113;"2022-11-02 00:00:00.000000"
2019-02-21;43;P00000293;92;10;174;C;46;113;"2022-11-02 00:00:00.000000"
2019-02-22;505;P00000290;15;7;77.7;C;44;13;"2022-11-02 00:00:00.000000"
2019-02-23;462;P00000286;36;4;19.2;P;42;36;"2022-11-02 00:00:00.000000"
2019-02-23;462;P00000286;36;4;19.2;P;42;36;"2022-11-02 00:00:00.000000"
2019-02-24;424;P00000282;57;1;21.5;C;40;31;"2022-11-02 00:00:00.000000"
2019-02-24;424;P00000282;57;1;21.5;C;40;31;"2022-11-02 00:00:00.000000"
