PRODUCT_NR;PRODUCT_NAME;NET_PRICE;PROD_CLASS_CODE;SOURCING_PROD_CAT_NR;SALE_PROD_CAT_NR;EXTRACT_DATE
P00196688;"edx Education School Friendly Playing Cards - Jumbo Size - Set of 56 - Multicolored Patterned Cards Numbered 0-13 for Gameplay - Teach Number Concepts, Counting, Matching and Probability";25.39;PC3;54;54;"2022-11-07 00:00:00.000000"
P00196689;"Rayne Longboards Demonseed Longboard Complete";249.95;PC10;72;72;"2022-11-03 00:00:00.000000"
P00196689;"Rayne Longboards Demonseed Longboard Complete";249.95;PC10;72;72;"2022-11-04 00:00:00.000000"
P00196689;"Rayne Longboards Demonseed Longboard Complete";249.95;PC10;72;72;"2022-11-06 00:00:00.000000"
P00196691;"Funko Pop Marvel: Runaways - Molly Collectible Figure, Multicolor";7.77;PC4;;118;"2022-11-03 00:00:00.000000"
P00196692;"Delta Children Plastic Toddler Bed, Nickelodeon SpongeBob SquarePants";58.49;PC1;66;66;"2022-11-05 00:00:00.000000"
P00196692;"Delta Children Plastic Toddler Bed, Nickelodeon SpongeBob SquarePants";58.49;PC1;66;66;"2022-11-06 00:00:00.000000"
P00196694;"Yoshi's Crafted World - Nintendo Switch";32.84;PC5;63;63;"2022-11-03 00:00:00.000000"
P00196694;"Yoshi's Crafted World - Nintendo Switch";32.84;PC5;63;63;"2022-11-04 00:00:00.000000"
P00196696;"WWE Rowan Elite Collection Action Figure";15.86;PC9;113;113;"2022-11-07 00:00:00.000000"
P00196697;"Wind-Up Walking Families - Duck Family";4.72;PC6;3;3;"2022-11-05 00:00:00.000000"
P00196697;"Wind-Up Walking Families - Duck Family";4.72;PC6;3;3;"2022-11-07 00:00:00.000000"
P00196698;"9"" SOCCER BALL INFLATE";8.02;PC3;105;105;"2022-11-06 00:00:00.000000"
P00196698;"9"" SOCCER BALL INFLATE";8.02;PC3;105;105;"2022-11-07 00:00:00.000000"
P00196699;"Discovery Layers of The Earth Geology Sand Dig Kit by Horizon Group USA, 3-in-1 Earth Exploration";19.99;PC10;54;54;"2022-11-03 00:00:00.000000"
P00196699;"Discovery Layers of The Earth Geology Sand Dig Kit by Horizon Group USA, 3-in-1 Earth Exploration";19.99;PC10;54;54;"2022-11-04 00:00:00.000000"
P00196699;"Discovery Layers of The Earth Geology Sand Dig Kit by Horizon Group USA, 3-in-1 Earth Exploration";19.99;PC10;54;54;"2022-11-06 00:00:00.000000"
P00196701;"Creativity for Kids My First Fun Felt Shapes - Travel Friendly Felt Board for Toddlers (Imaginative Pretend Play for Kids, 100+Piece)";12.15;PC4;3;3;"2022-11-03 00:00:00.000000"
P00196701;"Creativity for Kids My First Fun Felt Shapes - Travel Friendly Felt Board for Toddlers (Imaginative Pretend Play for Kids, 100+Piece)";12.15;PC5;3;3;"2022-11-04 00:00:00.000000"
P00196702;"University Games Break Out Game, Kids";11.12;PC1;92;92;"2022-11-05 00:00:00.000000"
P00196702;"University Games Break Out Game, Kids";11.12;PC1;92;92;"2022-11-06 00:00:00.000000"
P00196704;"Top Notch Teacher Products Chart Tablet Polka Dot (1 1/2"" Ruled), Red, 24"" x 32""";20.18;PC5;67;67;"2022-11-03 00:00:00.000000"
P00196704;"Top Notch Teacher Products Chart Tablet Polka Dot (1 1/2"" Ruled), Red, 24"" x 32""";20.18;PC5;67;67;"2022-11-04 00:00:00.000000"
P00196706;"Melissa & Doug Magnetivity Magnetic Tiles Building Play Set – School with School Bus Vehicle (106 Pieces, STEM Toy, Great Gift for Girls and Boys - Best for 4, 5, 6, 7, 8 Year Olds and Up)";44.32;PC9;21;21;"2022-11-07 00:00:00.000000"
P00196707;"Woodland Scenics P358 Pine Car Derby Dry Graphite Lubricant .22 Ounces";5.95;PC6;41;41;"2022-11-05 00:00:00.000000"
P00196707;"Woodland Scenics P358 Pine Car Derby Dry Graphite Lubricant .22 Ounces";5.95;PC6;41;41;"2022-11-07 00:00:00.000000"
P00196708;"Click N' Play Jumbo 10.5”"" Animal Figurine Playset, Assorted 5Piece Realistically Designed Wild Zoo, Safari, Jungle Plastic Animals for Kids & Toddlers";11.99;PC3;;118;"2022-11-06 00:00:00.000000"
P00196708;"Click N' Play Jumbo 10.5”"" Animal Figurine Playset, Assorted 5Piece Realistically Designed Wild Zoo, Safari, Jungle Plastic Animals for Kids & Toddlers";11.99;PC3;;118;"2022-11-07 00:00:00.000000"
P00196709;"Forum Novelties Child's Tutu Skirt";14.67;PC10;21;21;"2022-11-03 00:00:00.000000"
P00196709;"Forum Novelties Child's Tutu Skirt";14.67;PC10;21;21;"2022-11-04 00:00:00.000000"
P00196709;"Forum Novelties Child's Tutu Skirt";14.67;PC10;21;21;"2022-11-06 00:00:00.000000"
P00196711;"In the Breeze Dragon Twister";21.01;PC4;105;105;"2022-11-03 00:00:00.000000"
P00196712;"Fisher-Price Little People Dump Truck";16.45;PC1;5;5;"2022-11-05 00:00:00.000000"
P00196712;"Fisher-Price Little People Dump Truck";16.45;PC1;5;5;"2022-11-06 00:00:00.000000"
P00196714;"Perler Beads Forest Animals Fuse Bead Kit, 2000pcs, 7 Projects";8.99;PC5;3;3;"2022-11-03 00:00:00.000000"
P00196714;"Perler Beads Forest Animals Fuse Bead Kit, 2000pcs, 7 Projects";8.99;PC5;3;3;"2022-11-04 00:00:00.000000"
P00196716;"Illustrated Faith - Stickers - Word Art";6.77;PC9;3;3;"2022-11-07 00:00:00.000000"
P00196717;"Odyssey Toys Hape Chunky Number Puzzle (10 Pieces), Multicolor, 5'' x 2''";19.63;PC6;92;92;"2022-11-05 00:00:00.000000"
P00196717;"Odyssey Toys Hape Chunky Number Puzzle (10 Pieces), Multicolor, 5'' x 2''";19.63;PC6;92;92;"2022-11-07 00:00:00.000000"
P00196718;"Gamewright Too Many Monkeys";9.99;PC3;33;33;"2022-11-06 00:00:00.000000"
P00196718;"Gamewright Too Many Monkeys";9.99;PC3;33;33;"2022-11-07 00:00:00.000000"
P00196719;"Badger Basket Chevron Upholstered Doll Sofa with Foldout Bed (fits American Girl Dolls), Pink/White";37.49;PC10;20;20;"2022-11-03 00:00:00.000000"
P00196719;"Badger Basket Chevron Upholstered Doll Sofa with Foldout Bed (fits American Girl Dolls), Pink/White";37.49;PC10;20;20;"2022-11-04 00:00:00.000000"
P00196719;"Badger Basket Chevron Upholstered Doll Sofa with Foldout Bed (fits American Girl Dolls), Pink/White";37.49;PC10;20;20;"2022-11-06 00:00:00.000000"
P00196721;"ebba Baby Talk Carrier, My Pirate Ship Playset";22.03;PC4;109;109;"2022-11-03 00:00:00.000000"
P00196721;"ebba Baby Talk Carrier, My Pirate Ship Playset";22.03;PC5;109;109;"2022-11-04 00:00:00.000000"
P00196722;"Darice Wood Barn Bird House, 8-Inch, Natural";19.99;PC1;3;3;"2022-11-05 00:00:00.000000"
P00196722;"Darice Wood Barn Bird House, 8-Inch, Natural";19.99;PC1;3;3;"2022-11-06 00:00:00.000000"
P00196724;"Rubie's Justice League Child's Deluxe Aquaman Costume, Large";27.63;PC5;21;21;"2022-11-03 00:00:00.000000"
P00196724;"Rubie's Justice League Child's Deluxe Aquaman Costume, Large";27.63;PC5;21;21;"2022-11-04 00:00:00.000000"
P00196726;"Rubie's Costume Co Baby Boys' Sonic Romper Costume";33;PC9;16;16;"2022-11-07 00:00:00.000000"
P00196727;"Hampton Nautical Red Painted Lifering with White Bands, 20""";36.7;PC6;100;43;"2022-11-05 00:00:00.000000"
P00196727;"Hampton Nautical Red Painted Lifering with White Bands, 20""";36.7;PC6;100;43;"2022-11-07 00:00:00.000000"
P00196728;"Aurora 8"" Pink Unicorn";10.51;PC3;109;109;"2022-11-06 00:00:00.000000"
P00196728;"Aurora 8"" Pink Unicorn";10.51;PC3;109;109;"2022-11-07 00:00:00.000000"
P00196729;"Melissa & Doug Star Diner Restaurant (Play Set & Kitchen, Wooden Diner Play Set, Two Play Spaces in One, 35"" H x 23"" W x 43.5"" L, Great Gift for Girls and Boys - Best for 3, 4, 5 Year Olds and Up)";163.48;PC10;21;21;"2022-11-03 00:00:00.000000"
P00196729;"Melissa & Doug Star Diner Restaurant (Play Set & Kitchen, Wooden Diner Play Set, Two Play Spaces in One, 35"" H x 23"" W x 43.5"" L, Great Gift for Girls and Boys - Best for 3, 4, 5 Year Olds and Up)";163.48;PC10;21;21;"2022-11-04 00:00:00.000000"
P00196729;"Melissa & Doug Star Diner Restaurant (Play Set & Kitchen, Wooden Diner Play Set, Two Play Spaces in One, 35"" H x 23"" W x 43.5"" L, Great Gift for Girls and Boys - Best for 3, 4, 5 Year Olds and Up)";163.48;PC10;21;21;"2022-11-06 00:00:00.000000"
P00196731;"Haywire Group Flickin' Chicken";15.51;PC4;33;33;"2022-11-03 00:00:00.000000"
P00196732;"Rubie's Costume Co Cleopatra Headpiece-Mesh Costume";15.99;PC1;16;16;"2022-11-05 00:00:00.000000"
P00196732;"Rubie's Costume Co Cleopatra Headpiece-Mesh Costume";15.99;PC1;16;16;"2022-11-06 00:00:00.000000"
P00196734;"Barbie Outdoor Furniture Set, Brick Pizza Oven";7.99;PC5;20;20;"2022-11-03 00:00:00.000000"
P00196734;"Barbie Outdoor Furniture Set, Brick Pizza Oven";7.99;PC5;20;20;"2022-11-04 00:00:00.000000"
P00196736;"Rise of The Teenage Mutant Ninja Turtle Donatello Side Flip Ninja Attack Deluxe Figure";10.47;PC9;;118;"2022-11-07 00:00:00.000000"
P00196737;"Jada Toys Fast & Furious Brian's Ford F-150 SVT Lightning, 1:24 Scale Die-Cast Vehicle, Red";17.6;PC6;82;82;"2022-11-05 00:00:00.000000"
P00196737;"Jada Toys Fast & Furious Brian's Ford F-150 SVT Lightning, 1:24 Scale Die-Cast Vehicle, Red";17.6;PC6;82;82;"2022-11-07 00:00:00.000000"
P00196738;"Smart Play Ingenio Colors & Shapes Memory Match Game";15.2;PC3;33;33;"2022-11-06 00:00:00.000000"
P00000410;"Rubies Monster High 13 Wishes Catty Noir Make-Up Kit";11.98;PC10;16;16;"2022-11-07 00:00:00.000000"
P00000002;"Hudson University Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000002;"Hudson University Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000003;"Hudson University Short Sleeve T-Shirt";20;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000003;"Hudson University Short Sleeve T-Shirt";20;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000004;"Hudson University Hooded Sweatshirt";60;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000004;"Hudson University Hooded Sweatshirt";60;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000005;"Hudson University Reverse Weave Crewneck Sweatshirt";56;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000007;"Hudson University Genre Polo";54;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000007;"Hudson University Genre Polo";54;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000008;"Hudson University Genre Polo";54;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000009;"Hudson University Epic Long Sleeve T-Shirt";74;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000009;"Hudson University Epic Long Sleeve T-Shirt";74;PC4;60;60;"2022-11-06 00:00:00.000000"
P00000009;"Hudson University Epic Long Sleeve T-Shirt";74;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000014;"Hudson University School of Engineering T-Shirt";20;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000016;"Hudson University Women's V-Neck Short Sleeve T-Shirt";22;PC4;116;116;"2022-11-06 00:00:00.000000"
P00000016;"Hudson University Women's V-Neck Short Sleeve T-Shirt";22;PC4;116;116;"2022-11-07 00:00:00.000000"
P00000017;"Hudson University Women's Short Sleeve T-Shirt";22;PC9;116;116;"2022-11-03 00:00:00.000000"
P00000017;"Hudson University Women's Short Sleeve T-Shirt";22;PC9;116;116;"2022-11-04 00:00:00.000000"
P00000018;"Hudson University Women's Short Sleeve T-Shirt";22;PC6;116;116;"2022-11-03 00:00:00.000000"
P00000018;"Hudson University Women's Short Sleeve T-Shirt";22;PC6;116;116;"2022-11-04 00:00:00.000000"
P00000019;"Hudson University Women's V-Neck Short Sleeve T-Shirt";22;PC3;116;116;"2022-11-03 00:00:00.000000"
P00000019;"Hudson University Women's V-Neck Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000019;"Hudson University Women's V-Neck Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000020;"Hudson University Women's Short Sleeve T-Shirt";22;PC2;116;116;"2022-11-05 00:00:00.000000"
P00000020;"Hudson University Women's Short Sleeve T-Shirt";22;PC2;116;116;"2022-11-06 00:00:00.000000"
P00000021;"Hudson University Football Short Sleeve T-Shirt";20;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000022;"Hudson University Football Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000023;"Hudson University Baseball Short Sleeve T-Shirt";20;PC4;60;60;"2022-11-06 00:00:00.000000"
P00000023;"Hudson University Baseball Short Sleeve T-Shirt";20;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000025;"Hudson University Dry-Tec Women's Polo";64;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000026;"Hudson University Business School Long Sleeve T-Shirt";26;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000026;"Hudson University Business School Long Sleeve T-Shirt";26;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000027;"Hudson University Shchool of GlobalManagement Polo";50;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000027;"Hudson University Shchool of GlobalManagement Polo";50;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000027;"Hudson University Shchool of GlobalManagement Polo";50;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000028;"Hudson University Swimming Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000028;"Hudson University Swimming Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000028;"Hudson University Swimming Short Sleeve T-Shirt";20;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000029;"Hudson University Swimming Short Sleeve T-Shirt";20;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000031;"Hudson University Twisted Tri-Blend T-Shirt";32;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000032;"Hudson University Flip Hat";18;PC4;47;47;"2022-11-06 00:00:00.000000"
P00000033;"Hudson University Basketball Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000035;"Hudson University School of Law Polo";54;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000036;"Hudson University Flip Hat";18;PC2;47;47;"2022-11-05 00:00:00.000000"
P00000036;"Hudson University Flip Hat";18;PC2;47;47;"2022-11-06 00:00:00.000000"
P00000037;"Hudson University Titans Women's Relaxed Fit Northgate Polo";50;PC9;116;116;"2022-11-03 00:00:00.000000"
P00000037;"Hudson University Titans Women's Relaxed Fit Northgate Polo";50;PC9;116;116;"2022-11-04 00:00:00.000000"
P00000037;"Hudson University Titans Women's Relaxed Fit Northgate Polo";50;PC9;116;116;"2022-11-06 00:00:00.000000"
P00000038;"Hudson University Basketball Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000038;"Hudson University Basketball Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000038;"Hudson University Basketball Short Sleeve T-Shirt";20;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000039;"Hudson University Hockey Short Sleeve T-Shirt";20;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000040;"Hudson University Hockey Short Sleeve T-Shirt";20;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000042;"Hudson University Lacross Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000043;"Hudson University Titans Long Sleeve T-Shirt";30;PC4;60;60;"2022-11-06 00:00:00.000000"
P00000043;"Hudson University Titans Long Sleeve T-Shirt";30;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000045;"Hudson University Dassler Local T-Shirt";22;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000045;"Hudson University Dassler Local T-Shirt";22;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000046;"Hudson University Dassler Local T-Shirt";22;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000046;"Hudson University Dassler Local T-Shirt";22;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000047;"Hudson University Mom Short Sleeve T-Shirt";20;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000047;"Hudson University Mom Short Sleeve T-Shirt";20;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000047;"Hudson University Mom Short Sleeve T-Shirt";20;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000048;"Hudson University Track & Field Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000048;"Hudson University Track & Field Short Sleeve T-Shirt";20;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000049;"Hudson University Track & Field Short Sleeve T-Shirt";20;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000050;"Hudson University Golf Short Sleeve T-Shirt";20;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000052;"Hudson University Dad Short Sleeve T-Shirt";20;PC4;60;60;"2022-11-06 00:00:00.000000"
P00000052;"Hudson University Dad Short Sleeve T-Shirt";20;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000055;"Hudson University Golf Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000055;"Hudson University Golf Short Sleeve T-Shirt";20;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000056;"Hudson University Titans Cap";30;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000056;"Hudson University Titans Cap";30;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000057;"Hudson University Women's Slim Fit Hooded 1/4 Zip Sweatshirt";50;PC9;116;116;"2022-11-03 00:00:00.000000"
P00000057;"Hudson University Women's Slim Fit Hooded 1/4 Zip Sweatshirt";50;PC9;116;116;"2022-11-04 00:00:00.000000"
P00000057;"Hudson University Women's Slim Fit Hooded 1/4 Zip Sweatshirt";50;PC9;116;116;"2022-11-06 00:00:00.000000"
P00000058;"Hudson University Pack n Go Jacket";46;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000058;"Hudson University Pack n Go Jacket";46;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000059;"Hudson University Women's Northgate Polo";50;PC3;116;116;"2022-11-03 00:00:00.000000"
P00000060;"Hudson University Women's Northgate Polo";50;PC10;116;116;"2022-11-07 00:00:00.000000"
P00000062;"Hudson University Grandma Women's Relaxed Fit Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000062;"Hudson University Grandma Women's Relaxed Fit Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000063;"Hudson University Pack n Go Jacket";46;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000065;"Hudson University Crew Socks";12;PC5;1;1;"2022-11-05 00:00:00.000000"
P00000065;"Hudson University Crew Socks";12;PC5;1;1;"2022-11-07 00:00:00.000000"
P00000066;"Hudson University Polo";90;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000066;"Hudson University Polo";90;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000067;"Hudson University Adjustable Cap";26;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000067;"Hudson University Adjustable Cap";26;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000067;"Hudson University Adjustable Cap";26;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000068;"Hudson University Women's Athletic Fit Swing Tank Top";24;PC6;116;116;"2022-11-03 00:00:00.000000"
P00000068;"Hudson University Women's Athletic Fit Swing Tank Top";24;PC6;116;116;"2022-11-04 00:00:00.000000"
P00000069;"Hudson University Short Sleeve T-Shirt";17;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000070;"Hudson University Titans Patch Trucker Cap";26;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000072;"Hudson University Crewneck Sweatshirt";46;PC4;60;60;"2022-11-06 00:00:00.000000"
P00000072;"Hudson University Crewneck Sweatshirt";46;PC4;60;60;"2022-11-07 00:00:00.000000"
P00000075;"Hudson University Titans Camp Shirt";145;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000075;"Hudson University Titans Camp Shirt";145;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000076;"Hudson University Polo";90;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000076;"Hudson University Polo";90;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000077;"Hudson University Polo";90;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000077;"Hudson University Polo";90;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000077;"Hudson University Polo";90;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000078;"Hudson University Short Sleeve T-Shirt";17;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000078;"Hudson University Short Sleeve T-Shirt";17;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000079;"Hudson University Women's Crop Bandeau Top";24;PC3;116;116;"2022-11-03 00:00:00.000000"
P00000080;"Hudson University Women's Relaxed Fit 1/4 Zip Top";60;PC10;116;116;"2022-11-07 00:00:00.000000"
P00000082;"Hudson University Woven Long Sleeve Shirt";130;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000082;"Hudson University Woven Long Sleeve Shirt";130;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000085;"Hudson University Short Sleeve T-Shirt";17;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000085;"Hudson University Short Sleeve T-Shirt";17;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000086;"Hudson University Crew Socks";12;PC2;1;1;"2022-11-05 00:00:00.000000"
P00000086;"Hudson University Crew Socks";12;PC2;1;1;"2022-11-06 00:00:00.000000"
P00000087;"Hudson University Alumni Adjustable Hat";26;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000087;"Hudson University Alumni Adjustable Hat";26;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000087;"Hudson University Alumni Adjustable Hat";26;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000088;"Hudson University Crewneck Sweatshirt";46;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000088;"Hudson University Crewneck Sweatshirt";46;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000089;"Hudson University Women's Relaxed Fit 1/4 Zip Top";60;PC3;116;116;"2022-11-03 00:00:00.000000"
P00000090;"Hudson University Titans Scout Jacket";82;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000092;"Hudson University Women's Tank Top";26;PC4;116;116;"2022-11-06 00:00:00.000000"
P00000092;"Hudson University Women's Tank Top";26;PC4;116;116;"2022-11-07 00:00:00.000000"
P00000095;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000095;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000096;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC2;116;116;"2022-11-05 00:00:00.000000"
P00000096;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC2;116;116;"2022-11-06 00:00:00.000000"
P00000097;"Hudson University Backpack";100;PC9;1;1;"2022-11-03 00:00:00.000000"
P00000097;"Hudson University Backpack";100;PC9;1;1;"2022-11-04 00:00:00.000000"
P00000097;"Hudson University Backpack";100;PC9;1;1;"2022-11-06 00:00:00.000000"
P00000098;"Hudson University Titans Short Sleeve T-Shirt";24;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000098;"Hudson University Titans Short Sleeve T-Shirt";24;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000099;"Hudson University Mesh Shorts";30;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000100;"Hudson University Titans Short Sleeve T-Shirt";20;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000102;"Hudson University Women's Crop Bandeau Top";24;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000102;"Hudson University Women's Crop Bandeau Top";24;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000105;"Hudson University Mesh Shorts";30;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000105;"Hudson University Mesh Shorts";30;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000106;"Hudson University Women's Tank Top";26;PC2;116;116;"2022-11-05 00:00:00.000000"
P00000106;"Hudson University Women's Tank Top";26;PC2;116;116;"2022-11-06 00:00:00.000000"
P00000107;"Hudson University Women's Tank Top";26;PC9;116;116;"2022-11-03 00:00:00.000000"
P00000107;"Hudson University Women's Tank Top";26;PC9;116;116;"2022-11-04 00:00:00.000000"
P00000107;"Hudson University Women's Tank Top";26;PC9;116;116;"2022-11-06 00:00:00.000000"
P00000108;"Hudson University Full Zip Hooded Sweatshirt";50;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000108;"Hudson University Full Zip Hooded Sweatshirt";50;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000109;"Hudson University Long Sleeve T-Shirt";36;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000110;"Hudson University Long Sleeve T-Shirt";36;PC10;60;60;"2022-11-07 00:00:00.000000"
P00000112;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC4;116;116;"2022-11-06 00:00:00.000000"
P00000112;"Hudson University Women's Crop Short Sleeve T-Shirt";28;PC4;116;116;"2022-11-07 00:00:00.000000"
P00000115;"Hudson University Polo";55;PC5;60;60;"2022-11-05 00:00:00.000000"
P00000115;"Hudson University Polo";55;PC5;60;60;"2022-11-07 00:00:00.000000"
P00000116;"Hudson University Polo";48;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000116;"Hudson University Polo";48;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000117;"Hudson University Polo";48;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000117;"Hudson University Polo";48;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000117;"Hudson University Polo";48;PC9;60;60;"2022-11-06 00:00:00.000000"
P00000118;"Hudson University Creator Short Sleeve T-Shirt";35;PC6;60;60;"2022-11-03 00:00:00.000000"
P00000118;"Hudson University Creator Short Sleeve T-Shirt";35;PC6;60;60;"2022-11-04 00:00:00.000000"
P00000119;"Hudson University Creator Short Sleeve T-Shirt";35;PC3;60;60;"2022-11-03 00:00:00.000000"
P00000120;"Hudson University Women's V-Neck T-Shirt";22;PC10;116;116;"2022-11-07 00:00:00.000000"
P00000122;"Hudson University Women's Athletic Fit Swing Tank Top";24;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000122;"Hudson University Women's Athletic Fit Swing Tank Top";24;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000125;"Hudson University Women's Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-05 00:00:00.000000"
P00000125;"Hudson University Women's Short Sleeve T-Shirt";22;PC5;116;116;"2022-11-07 00:00:00.000000"
P00000126;"Hudson University Titans Short Sleeve T-Shirt";24;PC2;60;60;"2022-11-05 00:00:00.000000"
P00000126;"Hudson University Titans Short Sleeve T-Shirt";24;PC2;60;60;"2022-11-06 00:00:00.000000"
P00000127;"Hudson University Titans Short Sleeve T-Shirt";24;PC9;60;60;"2022-11-03 00:00:00.000000"
P00000127;"Hudson University Titans Short Sleeve T-Shirt";24;PC9;60;60;"2022-11-04 00:00:00.000000"
P00000127;"Hudson University Titans Short Sleeve T-Shirt";24;PC9;60;60;"2022-11-06 00:00:00.000000"
